
"“He’s got a very good point. Somebody in the Justice Department has a treasure trove of evidence of Mrs. Clinton’s criminality at her own hands, or through others, that ought to be investigated. I fully agree with the President on that.” @judgenapolitano on @marthamaccallum Show"
"“I’ve been skeptical about the collusion and obstruction claims for the last year. I just don’t see the evidence....in terms of the collusion, it’s all a bit implausible based on the evidence we have.”  Jonathan Turley on @FoxNews"
"The Heritage Foundation has just stated that 64% of the Trump Agenda is already done, faster than even Ronald Reagan. “We’re blown away,” said Thomas Binion of Heritage, President Trump “is very active, very conservative and very effective. Huge volume &amp; spectrum of issues.”"
"California’s sanctuary policies are illegal and unconstitutional and put the safety and security of our entire nation at risk. Thousands of dangerous &amp; violent criminal aliens are released as a result of sanctuary policies, set free to prey on innocent Americans. THIS MUST STOP!"
"We cannot allow all of these people to invade our Country. When somebody comes in, we must immediately, with no Judges or Court Cases, bring them back from where they came. Our system is a mockery to good immigration policy and Law and Order. Most children come without parents..."
"....Our Immigration policy, laughed at all over the world, is very unfair to all of those people who have gone through the system legally and are waiting on line for years! Immigration must be based on merit - we need people who will help to Make America Great Again!"
"The United States is insisting that all countries that have placed artificial Trade Barriers and Tariffs on goods going into their country, remove those Barriers &amp; Tariffs or be met with more than Reciprocity by the U.S.A. Trade must be fair and no longer a one way street!"
".@jimmyfallon is now whimpering to all that he did the famous “hair show” with me (where he seriously messed up my hair), &amp; that he would have now done it differently because it is said to have “humanized” me-he is taking heat. He called &amp; said “monster ratings.” Be a man Jimmy!"
".@ClayHiggins18 has been a great help to me on Cutting Taxes, creating great new healthcare programs at low cost, fighting for Border Security, our Military and are Vets. He is tough on Crime and has my full Endorsement. The Great State of Louisiana, we want Clay!"
"House Republicans could easily pass a Bill on Strong Border Security but remember, it still has to pass in the Senate, and for that we need 10 Democrat votes, and all they do is RESIST. They want Open Borders and don’t care about Crime! Need more Republicans to WIN in November!"
".@RepClayHiggins has been a great help to me on Cutting Taxes, creating great new healthcare programs at low cost, fighting for Border Security, our Military and are Vets. He is tough on Crime and has my full Endorsement. The Great State of Louisiana, we want Clay!"
"Former Attorney General Michael Mukasey said that President Trump is probably correct that there was surveillance on Trump Tower. Actually, far greater than would ever have been believed!"
"The Red Hen Restaurant should focus more on cleaning its filthy canopies, doors and windows (badly needs a paint job) rather than refusing to serve a fine person like Sarah Huckabee Sanders. I always had a rule, if a restaurant is dirty on the outside, it is dirty on the inside!"
"I have tried to stay uninvolved with the Department of Justice and FBI (although I do not legally have to), because of the now totally discredited and very expensive Witch Hunt currently going on. But you do have to ask why the DOJ &amp; FBI aren’t giving over requested documents?"
"If we don’t have a wall system, we’re not going to have a country. Congress must fund the BORDER WALL &amp; prohibit grants to sanctuary jurisdictions that threaten the security of our country &amp; the people of our country. We must enforce our laws &amp; protect our people! #BuildTheWall https://t.co/NGqNueukvj"
"Such a difference in the media coverage of the same immigration policies between the Obama Administration and ours. Actually, we have done a far better job in that our facilities are cleaner and better run than were the facilities under Obama. Fake News is working overtime!"
"Hiring manythousands of judges, and going through a long and complicated legal process, is not the way to go - will always be disfunctional. People must simply be stopped at the Border and told they cannot come into the U.S. illegally. Children brought back to their country......"
"....If this is done, illegal immigration will be stopped in it’s tracks - and at very little, by comparison, cost. This is the only real answer - and we must continue to BUILD THE WALL!"
"Will be heading to one of my favorite places, South Carolina, to fight for one of my original “fighters,” Governor Henry McMaster. Speaking at 7:00 P.M."
RT @marcorubio: Trump haters still haven’t realized how much they help him with their condescension of those who either voted for him or don’t share their hatred of him. And how much they help him with their irrational hostility towards those who work for him.
"RT @TrumpGolf: Congratulations to our dear friend and @TrumpCharlotte member, @ScottMcCarron, on his incredible win at the @AmFamChamp this weekend 🏆 https://t.co/aE9Zow28JR"
RT @EricTrump: Record High Economic Optimism: 51% of people think the the economy is good or excellent - this is the highest number @CNBC has EVER recorded 🇺🇸🇺🇸🇺🇸 https://t.co/ecVF9oBnq1
"Congresswoman Maxine Waters, an extraordinarily low IQ person, has become, together with Nancy Pelosi, the Face of the Democrat Party. She has just called for harm to supporters, of which there are many, of the Make America Great Again movement. Be careful what you wish for Max!"
"Surprised that Harley-Davidson, of all companies, would be the first to wave the White Flag. I fought hard for them and ultimately they will not pay tariffs selling into the E.U., which has hurt us badly on trade, down $151 Billion. Taxes just a Harley excuse - be patient!  #MAGA"
“Director David Lynch: Trump Could Go Down as One of the Greatest Presidents” https://t.co/AcgnIZNh6e
